tienda,ventas_totales
Mccullough Group,2216.8500000000004
Thomas-Campbell,2214.96
"Brooks, Greene and Rowland",2214.54
Mccoy LLC,2214.45
"Mitchell, Gallegos and Herman",2214.28
Wade-Lynn,2213.37
"Lopez, Jones and Kelley",2213.08
"Henry, Ramirez and Barton",2213.05
"Brown, Flores and Golden",2211.7799999999997
"Navarro, Grimes and Ross",2211.72
Lopez-Wilson,2208.65
Randall LLC,2207.9700000000003
Li-Santiago,2207.75
Gordon Group,2207.7000000000003
"Moss, Cook and Williams",2206.84
Mitchell-Goodwin,2206.8
Fletcher-Garza,2204.6
"Cox, Cox and White",2204.36
Shaw PLC,2203.4700000000003
"Leonard, Foster and Banks",2202.28
"Johnson, Soto and Perez",2201.3999999999996
Kim Ltd,2201.19
"Love, Miles and Black",2199.48
Campbell-Cooper,2198.0
Mcdonald-Holland,2197.14
Zavala LLC,2192.92
Davis-Jones,2192.0
Sullivan and Sons,2191.58
"Macias, Gonzales and Hall",2190.1
Booker-Morgan,2187.0299999999997
"Hebert, Jackson and Wilson",2186.6
"Ellis, Baker and Wright",2183.14
"Pitts, Warner and Mullins",2182.7400000000002
Howell-Fowler,2180.88
"Brewer, Lewis and Barnes",2179.5299999999997
"Lloyd, Mendoza and Fernandez",2178.84
"Martinez, Yoder and Pearson",2178.66
"Davis, Bates and Freeman",2178.35
Lewis-Lewis,2177.3199999999997
Huber-Herring,2176.75
Glass Inc,2176.66
Cortez-Kline,2176.22
Roberts-Herring,2175.74
Horn PLC,2175.3599999999997
Guerrero Ltd,2174.7999999999997
Howe-Long,2174.54
Dickson-Park,2173.28
Clark-West,2172.04
French PLC,2170.32
Warner-Wheeler,2170.2
Hunter LLC,2167.77
Kirby-Davies,2167.4
"Taylor, Kim and Edwards",2166.12
Barrett-Fox,2165.6
"Lopez, Bailey and Oconnor",2163.87
"Gutierrez, Huang and Ellis",2162.48
Odonnell-Smith,2160.48
Robertson Group,2160.34
Singleton-Martin,2160.24
"Johnson, Bradford and Payne",2157.05
Price Ltd,2157.02
Schultz PLC,2155.08
Olsen-Bolton,2153.5499999999997
"Lee, Roth and Erickson",2150.82
Jefferson-Christensen,2150.16
Richmond LLC,2150.0
"Jones, Barry and Cook",2148.8
Moore Group,2147.9
Forbes LLC,2146.98
"Brown, Ruiz and Martinez",2146.95
"Brown, Kelly and Moore",2146.04
Montgomery-Phillips,2144.25
"Brown, Hernandez and Johnson",2143.66
Erickson-Patel,2141.35
Allison Ltd,2140.68
Walker-Stevens,2140.08
Foster Ltd,2140.08
Knight-Gomez,2138.6
Moore-Lambert,2136.16
Johnson-Hansen,2133.2
"Matthews, Sanchez and Santiago",2132.4
Garrett-Williams,2131.15
Mcgee-Parker,2130.69
Castro-Taylor,2130.64
Oneal Inc,2130.32
"Sanchez, Curtis and Valencia",2129.98
Fuller-Wilson,2128.32
Chase-Johnson,2128.06
Taylor-Russo,2127.82
Palmer-Smith,2127.3
Gray and Sons,2127.12
Ellis-Watkins,2125.95
Carlson-Andrews,2125.4
"Snyder, Mccarthy and Yoder",2123.48
"Anderson, Adams and George",2122.3
Collins-Griffith,2121.0499999999997
Sanders and Sons,2120.18
"Franklin, Owens and Taylor",2118.58
Singh-Barry,2118.57
"Nichols, Thompson and Mcintyre",2115.96
Hall-Rowe,2114.84
Berry-Rush,2112.96
Sparks Inc,2111.88
"Brown, Miller and Martinez",2110.08
Chambers-Taylor,2110.04
Thornton Ltd,2109.7999999999997
Dennis-Harmon,2109.76
Sharp-Murray,2109.57
Barr-Howard,2108.7
Hill-Bryan,2108.37
Bauer Inc,2106.75
"Reynolds, Watts and Bass",2106.3999999999996
"Moody, Conway and Kelley",2106.2
Haley-Richard,2105.55
"Wilson, Hicks and Bullock",2104.72
Rasmussen LLC,2101.2799999999997
Brooks-Williamson,2101.04
Kelly-Hunt,2100.88
Wells-Day,2100.88
Garcia-Best,2098.32
Meyer-Romero,2097.38
"Cox, Burnett and Martinez",2097.25
"Khan, Miranda and Aguirre",2096.1000000000004
Powell PLC,2095.36
Stone-Smith,2093.98
"Johnson, Garza and Cook",2093.58
"Barton, Jefferson and Burke",2093.58
Barnes-Harris,2093.4
Stewart PLC,2093.28
Kane PLC,2093.04
"Sanchez, Atkins and Reynolds",2090.7
Cowan and Sons,2090.43
Berry and Sons,2089.48
Obrien PLC,2089.12
"Powell, Rose and Cook",2088.84
Crosby-Richardson,2088.5499999999997
"Bryant, Macdonald and Howard",2087.58
King Inc,2087.12
"Benson, Thompson and Caldwell",2086.7400000000002
"Osborne, Saunders and Brown",2086.32
Joseph-Cox,2086.28
"Huffman, Martin and Thomas",2085.7200000000003
"Harrison, Hernandez and Wagner",2085.68
Wilkinson-Perez,2085.35
Bowen LLC,2083.8
Murphy-Martin,2083.42
Ward-Webb,2082.8
"Kennedy, Mcintyre and James",2082.56
Hayes Group,2080.55
Dillon-Villanueva,2080.2
"Rowe, Ramirez and Buchanan",2078.8
"Farley, Faulkner and Melendez",2078.3
Collier-Weber,2077.48
"Lucas, Miles and Graham",2076.64
Parsons-Roman,2076.4
Solomon-Edwards,2076.2400000000002
"Taylor, Graham and Rivera",2075.8
Wade Ltd,2075.62
"Fowler, Walton and Miller",2072.72
"Holloway, Costa and Williams",2072.64
Jones-Chung,2072.64
Cunningham-Baker,2072.18
Hines-Baker,2072.04
Tucker-Mason,2071.82
Francis-Allen,2071.38
Bishop-Hernandez,2070.3
Delacruz-Morrow,2068.3
"Nelson, Hoffman and Nelson",2067.74
Burton Ltd,2067.72
"Peterson, Ford and Walker",2067.55
Turner-Mata,2066.61
"Howard, Avila and Washington",2065.29
Bailey-Hoover,2061.76
"Matthews, Smith and Hubbard",2060.64
Cook-Oliver,2060.04
"Coffey, George and Goodman",2059.36
Brooks-Parker,2058.5
Taylor-Nixon,2057.56
"Allen, Price and Sparks",2057.16
Schneider PLC,2054.6
Johnson-Nelson,2046.56
Oliver-Moore,2044.72
Zuniga and Sons,2044.4499999999998
Martin-Carter,2044.22
Rivera LLC,2043.3600000000001
Schroeder-Kim,2043.09
Griffin-Hernandez,2042.8
"Brennan, Hunter and Buchanan",2042.3
Lee-Rogers,2041.54
"Moore, Garcia and Pierce",2040.12
Carter-Mathis,2038.32
Ramirez-Gonzales,2037.96
Arias-Thomas,2036.46
Bender PLC,2036.02
Gutierrez-Cisneros,2035.08
"Lara, Waters and Lawson",2033.58
"Rodriguez, Donaldson and Bishop",2032.6799999999998
Welch-Bauer,2032.48
"Wolf, Williams and Nelson",2031.6
"Murphy, Hawkins and Brown",2026.17
Lopez-Salinas,2024.16
"Williams, Carr and Nichols",2023.1999999999998
Lewis-Keith,2022.8999999999999
Bell-Moore,2022.5
Griffith-Frank,2021.8
Ware-Medina,2021.76
Patterson-Fitzgerald,2019.88
"Clark, Robinson and Kane",2019.5
Adams-Kim,2019.21
Townsend Inc,2018.92
"Miller, Walton and Phillips",2012.8999999999999
Harrell Ltd,2011.5
"Logan, Stanley and Miller",2009.5
"Clayton, Harrington and Walker",2009.48
Bryant-Meyer,2008.48
Powell Ltd,2004.69
Lucas-Campos,2004.4
"Park, Lang and Butler",2003.73
Zimmerman and Sons,2002.44
Crawford-Smith,2001.72
"Waters, Reyes and Torres",2001.56
"Brown, Washington and Williams",1999.43
"Kennedy, Nichols and Gomez",1998.3
Knight-Wright,1998.1799999999998
"Wilkins, Hernandez and Carter",1996.52
"Webb, Underwood and Bates",1993.5
Ball LLC,1993.48
"Davis, Wallace and Parker",1993.43
Washington-Moore,1992.52
"Moore, Norton and Cisneros",1992.5
"Hernandez, Kim and Potts",1992.06
Bush and Sons,1991.88
"Brown, Armstrong and Johnson",1990.87
"Gonzalez, Khan and Mercer",1990.06
Newman LLC,1990.0
Baker-Williams,1989.98
Nelson-Castillo,1988.56
Lester and Sons,1988.5
Smith-Hudson,1988.4900000000002
"Smith, Taylor and Gilbert",1987.44
Morrow-Williams,1987.24
Santos LLC,1987.12
Nunez Inc,1986.54
Harrington-Dominguez,1986.33
"Kelley, Rivas and Hernandez",1985.91
"Davis, Shepard and Lopez",1985.29
Cline-Fox,1984.68
Combs-Stone,1984.12
"Joyce, Brown and Espinoza",1983.44
"White, Booth and Martin",1982.33
Harris-Farmer,1982.22
"Williams, Parker and Davis",1981.3500000000001
Velez-Sullivan,1981.04
"Knapp, Moore and Jones",1979.9
Bailey-Smith,1979.8500000000001
Fisher-Mack,1979.81
"Smith, Foster and Cochran",1978.84
Brady-Williams,1978.72
Stephens-Gibbs,1978.62
"Jones, Vaughn and Simpson",1977.14
Fletcher-Garcia,1976.97
Taylor-Dominguez,1976.36
Beck Group,1976.34
Black-Graham,1975.6
Morse-Wright,1975.5
"Gomez, Fisher and Carlson",1974.9900000000002
"Yoder, Rich and Brown",1974.56
"Costa, Baxter and Jones",1973.8
Moyer-Leonard,1973.57
"Bond, Ryan and Austin",1972.76
Cole-Gallegos,1971.64
"Brewer, Ward and Smith",1969.3500000000001
Fowler Ltd,1968.6
"Jimenez, Nichols and Daugherty",1967.74
Jacobs Ltd,1967.4
Leblanc-Bell,1967.0
"Stark, Anderson and Richardson",1965.62
"Kennedy, Burns and King",1965.21
"Ramirez, Arroyo and Cantu",1965.14
Murray-Hunt,1964.98
Johns Group,1964.92
Simmons-Lane,1963.27
"Duncan, Contreras and Butler",1963.04
Johnson-Vaughn,1963.0
"Kerr, Gould and Sandoval",1961.92
"Foster, Salas and Smith",1961.36
"Martin, Carter and Gray",1961.36
"Smith, Galvan and Baldwin",1960.2
Gaines and Sons,1959.05
"Stevens, Norris and Cox",1957.76
Macdonald and Sons,1957.59
Sandoval-Hughes,1956.58
"Soto, Garrison and Foster",1956.06
"Matthews, Montes and Smith",1955.96
White-Moore,1955.76
"Vargas, Murphy and Morrison",1955.16
"Padilla, Castillo and Peterson",1953.98
Lewis-Lopez,1953.6000000000001
"Reynolds, Rogers and Holland",1953.22
Williams-Crawford,1952.84
"Aguilar, Olson and Lane",1950.96
"Gonzalez, Haney and Peck",1950.72
Crosby-Williams,1950.38
Delacruz-Schmidt,1950.14
Cruz and Sons,1949.74
Acosta LLC,1949.46
Martin-Kennedy,1949.34
"Harris, Robinson and Lee",1949.01
Robinson-Berry,1948.5
Bray-Mclaughlin,1948.48
Wilson-Carter,1948.36
Roman-Jacobs,1948.23
"Larson, Lee and Aguilar",1947.62
"Ferrell, Ortiz and Morgan",1946.94
Merritt-Hansen,1946.33
"Simmons, Martin and Olsen",1944.46
Gibbs Group,1944.33
"Armstrong, Stewart and Newton",1943.63
Carey Ltd,1942.35
Ray-Watts,1942.04
"Jones, Nguyen and Olson",1941.66
"Barnes, Mcdonald and Phelps",1941.5
Henry LLC,1941.46
Brooks-Fleming,1941.3999999999999
Browning-Harper,1941.18
"Dominguez, Jordan and Clark",1940.79
"Hebert, Cruz and Flowers",1940.5500000000002
"Peters, Ritter and Skinner",1940.27
Poole-Ray,1939.89
"Smith, Richardson and Rodriguez",1939.74
"Johnson, Cobb and James",1939.68
Collins-Foster,1939.5
Vaughn-Smith,1939.33
Prince and Sons,1938.96
"Brooks, Barker and Anderson",1938.44
"Madden, Meza and Ramos",1938.15
Huber-Hawkins,1937.19
"Jones, Evans and Hodge",1937.06
"Smith, Patrick and Thornton",1936.72
Hanna and Sons,1935.84
"Greene, Mendoza and Ortiz",1932.01
Campbell-Santos,1931.91
Gonzalez-Brown,1931.81
Santiago-Hodge,1931.21
Choi Ltd,1930.5
"Monroe, Bennett and Stone",1930.1100000000001
"Lewis, Davidson and Vaughn",1929.52
"Garcia, Dyer and Rivas",1929.1
"Smith, Torres and Davis",1928.58
"Daniels, Mcmillan and Lopez",1928.5
Harris-Hahn,1926.9
Weber-Wilson,1926.78
Beck PLC,1926.44
"Cole, Pierce and Bryan",1925.75
"Zamora, Bridges and Robinson",1925.65
Abbott-Sanchez,1925.39
"Mullins, Peters and Foster",1925.06
Gutierrez-Clark,1924.81
Castillo and Sons,1924.59
Rogers-Harris,1923.97
"Allen, Soto and Anderson",1923.25
Cruz-Moran,1923.02
Villanueva-Crane,1922.85
Matthews-Howard,1922.46
Davis-Valenzuela,1921.55
Davis-Weber,1921.3999999999999
"Myers, Valdez and Chambers",1920.87
Mueller-Mcdaniel,1920.68
"Green, Burton and Wallace",1919.56
Lane-Bailey,1919.55
Alexander-Jordan,1919.1999999999998
Garner Inc,1918.6
"Williams, Mendez and Blankenship",1917.27
Alexander Group,1917.12
Wells-Norton,1917.0
Lam Inc,1916.9499999999998
Woods Ltd,1916.74
Ford-Nolan,1916.37
"Shaw, Mendez and Beard",1916.28
Garrett Ltd,1916.14
"Chapman, Kennedy and Phillips",1915.55
Black-Stewart,1915.27
"Davis, Petersen and Atkins",1913.4900000000002
Yang-Beltran,1913.4
"Morrow, Richardson and Carson",1912.5
Hernandez-Hamilton,1911.81
"Berry, Williams and Rodriguez",1911.48
"Duncan, Webster and Martinez",1911.22
Clements PLC,1911.18
Silva-Bell,1910.96
Murphy-Hopkins,1910.45
Faulkner-Harris,1910.44
Frey-Knight,1908.53
"Gordon, Mueller and Moss",1908.52
Lang LLC,1908.44
Pacheco-Martinez,1907.08
Lester-Merritt,1906.49
Mathis and Sons,1906.14
"Gonzales, Lopez and Thompson",1906.1
Rangel Ltd,1905.87
Murray Ltd,1905.28
"Hall, Ford and Goodman",1905.19
"Tapia, Miller and Wright",1904.5
"Riley, Hammond and Lewis",1904.43
Hurst PLC,1903.96
"Calderon, Mccormick and Thompson",1903.78
Hudson-Hayes,1903.45
Mosley Inc,1903.25
Tran and Sons,1903.14
Jackson Ltd,1902.9299999999998
"Martin, Sanders and Murray",1901.92
Spears Ltd,1901.86
Collier-Tyler,1901.5
"Gillespie, Schmidt and Johnson",1901.26
Webb-Cooper,1900.1999999999998
"Dyer, Scott and Hawkins",1899.56
"Mccarty, Parker and Kaufman",1899.02
"Rodgers, Chambers and Morrison",1898.84
Clark-Cole,1898.32
Kline PLC,1898.06
Rodriguez-Snyder,1897.33
"Alvarez, Ramirez and Johnson",1897.12
"Roman, Hinton and Lynch",1896.4499999999998
Stewart-Nelson,1896.44
"Campbell, Martin and Klein",1895.36
Reed-Warner,1894.8000000000002
"Estrada, Marquez and Gross",1893.71
Lawson-Robinson,1893.7
"Andrews, Middleton and Weeks",1892.3
"Martin, Gay and Thomas",1891.98
Tran-Lamb,1890.92
Rogers-Greene,1890.72
"Hardy, Weber and Jones",1890.18
"Smith, Benjamin and Murphy",1889.4900000000002
Miller-Freeman,1889.38
"Hernandez, Myers and Richardson",1889.12
Long and Sons,1888.47
"Jimenez, Day and Chandler",1888.26
Pacheco LLC,1888.06
"Ryan, Smith and Pace",1887.8999999999999
"Sparks, Jackson and Miller",1887.8
"Kelly, Turner and Collier",1885.44
Wolf-Lozano,1885.3
Peters and Sons,1885.1000000000001
"Nguyen, Wallace and Lawson",1885.0500000000002
"Diaz, Davis and Cain",1884.8500000000001
Crawford Ltd,1884.79
Walker-Stanley,1884.5500000000002
Ford Group,1884.3
Wyatt Ltd,1883.52
Brown-Clark,1883.03
Peterson LLC,1882.58
"Gomez, Anderson and Hart",1882.48
Brown-Santana,1882.1000000000001
Contreras-Carlson,1881.84
Obrien-White,1881.52
Medina-Navarro,1881.51
Murphy Group,1880.6999999999998
Vazquez PLC,1879.52
Schroeder and Sons,1879.29
"Wallace, Dixon and Young",1878.89
Barajas Group,1878.6
"Dunlap, Singh and Sutton",1878.52
"Grant, Davis and Cunningham",1878.31
Andrews Ltd,1877.88
"Wolfe, Sloan and Johnson",1877.46
Summers Ltd,1877.4
"Melton, Johnson and Moore",1877.27
Arnold and Sons,1876.7400000000002
Wagner and Sons,1876.24
"Mcneil, Simpson and Myers",1876.22
"Shah, Mcintyre and Villanueva",1872.76
"Perez, Smith and Rodriguez",1872.64
"Espinoza, Rose and Frank",1872.54
Chambers-Edwards,1872.32
"Hines, White and Frazier",1871.8000000000002
"Woodard, Lopez and Smith",1871.52
Adkins-Anderson,1869.26
Gentry and Sons,1869.1
Wall-Reyes,1867.24
Alvarado-Martinez,1866.92
Lewis-Meadows,1866.62
Thornton LLC,1866.56
"Vargas, Allen and Schroeder",1866.39
"Hardy, Stewart and Herrera",1866.1
Fitzpatrick Group,1865.49
Alexander-Kennedy,1865.28
Harris-Reid,1865.16
Herrera Inc,1864.91
"Petersen, Schneider and Garcia",1864.51
Solomon-Wood,1863.98
Beck Ltd,1863.2
Kim-Ross,1862.82
Dean-Kaufman,1861.69
Booker Group,1860.39
"Stevenson, Harrison and Hooper",1859.79
"Olson, Vaughn and Thomas",1859.69
"Green, Lee and Campbell",1858.56
James-Ferrell,1858.48
Alvarado PLC,1856.94
"Mccarthy, Hale and Lewis",1856.32
Padilla PLC,1856.31
Mitchell-Fitzpatrick,1856.15
"Craig, Martinez and Ford",1855.94
"Zavala, Valdez and Kramer",1855.67
Jones-Liu,1855.04
Mcguire-Green,1854.34
Bennett-Kelly,1854.1
"Fields, Friedman and Ferguson",1853.72
Higgins-Williams,1853.44
Rodriguez-Maxwell,1853.0
Rodriguez-Fisher,1852.39
Savage-Rodriguez,1851.76
Boyd-Mclaughlin,1851.03
Lopez-Collier,1850.89
"Hudson, Jimenez and Cochran",1849.76
"Ward, Dunn and Moran",1848.96
Morgan-Odonnell,1847.92
Smith-Morales,1847.76
"Wise, Clayton and Pierce",1847.56
"Harvey, Williams and Meadows",1847.31
Simmons Ltd,1846.45
"Sims, Hernandez and Grimes",1846.08
Moore-Gardner,1845.78
"Anderson, Velazquez and Stewart",1845.18
Murray-Henderson,1844.78
"Johnson, Nunez and Jackson",1844.5500000000002
Mcmillan-Roy,1844.08
Green-Walton,1843.6
Bailey-Miller,1842.84
Campbell-Hays,1842.21
"Rivera, Valencia and Wright",1840.1
Hill-Carey,1840.1
Schaefer-Cochran,1840.04
"Jones, Gray and Anderson",1838.99
"Duran, Kent and Aguirre",1838.47
"Lane, Black and Williamson",1838.44
Weiss-Weaver,1838.3500000000001
"Bradford, Brown and Turner",1838.25
Johnson-Munoz,1836.16
Guerrero Group,1836.07
"Rivera, Lee and Carroll",1835.96
Peters Group,1834.4
Miller-Walsh,1833.52
"Williams, Chen and Robinson",1832.63
Miller-Moore,1832.31
Tucker-Allen,1832.26
Alexander-Durham,1831.82
Thompson-Douglas,1831.68
Rhodes Ltd,1831.45
Cobb LLC,1831.42
"Brown, Marquez and Johnson",1829.49
Barrett PLC,1828.92
Paul-Armstrong,1828.25
Petty PLC,1828.23
"Riley, Thomas and Arroyo",1827.55
Snow LLC,1827.3
Stout-Graves,1826.16
Anderson-Walters,1825.77
"Greene, Sparks and Smith",1825.26
Bell and Sons,1824.15
Baird-Adams,1823.2
"Rollins, Parker and Lucas",1822.92
Phelps-Berry,1821.54
Daniels-Abbott,1818.4
Jimenez-Fowler,1816.56
Case PLC,1816.24
Irwin LLC,1816.1100000000001
"Mullins, Garcia and Mcguire",1814.64
Kim-Bell,1813.98
Sims-Padilla,1812.0
Delacruz-Harris,1811.78
"York, Brandt and Morrison",1811.64
"Scott, James and Anderson",1810.8600000000001
Pineda-Dixon,1810.68
"Graham, Bowman and Ferguson",1810.42
Cox Group,1810.0700000000002
"Silva, Kim and Taylor",1809.97
"Moore, Miller and Nelson",1809.9
"Rose, Hansen and Warner",1808.31
"Acosta, Sanders and Mitchell",1807.04
Johnson-Snyder,1804.98
Sutton-Jensen,1804.94
Collins Ltd,1804.9
Simmons-Donaldson,1804.7
"Blair, Graham and Rodriguez",1804.36
Taylor-Ball,1804.06
"Logan, Scott and Cox",1804.0
"Walker, Krueger and Holmes",1803.83
Garrett-Joseph,1803.52
Johnson-Chavez,1803.48
"Rodriguez, Alexander and Green",1802.4
"Farmer, Hensley and Johnson",1802.36
"Walton, Ho and Garcia",1799.52
Huang LLC,1799.21
"Chaney, Hudson and Cobb",1798.96
"Brown, Clark and Caldwell",1798.8000000000002
Holland-Todd,1797.3000000000002
"Smith, Cameron and Vincent",1796.16
Castillo Inc,1795.89
Ramirez Group,1795.16
Bean Inc,1795.02
"Page, Lamb and Mitchell",1794.87
Ruiz-Jacobson,1794.84
Morgan-Gutierrez,1794.48
Kim Group,1793.94
Perry Inc,1793.88
"Wong, Bernard and Smith",1793.82
"Nguyen, Lopez and Mcdonald",1793.25
Mahoney-Smith,1792.72
Schmidt-Mcintosh,1792.58
Tran LLC,1791.55
"Farrell, Rodriguez and Brown",1791.3
Williams-Rodriguez,1791.2400000000002
Lewis-Salinas,1790.69
"Skinner, Carlson and Parrish",1790.65
"Smith, Weaver and Ward",1789.91
Martin-Solis,1789.65
"Walsh, Lee and Sandoval",1789.6
"Hoffman, Hernandez and Beasley",1788.58
Alvarado Group,1788.54
Garza-Marquez,1788.1
"Lee, Williams and Graham",1788.0500000000002
"Mitchell, Gregory and Parrish",1787.92
Bentley-Lewis,1787.91
Gross-Richmond,1786.75
"Smith, Davis and Howe",1786.55
Kelly-Richards,1786.28
Walker-Walker,1785.64
"Pope, Rogers and Daniels",1784.6000000000001
"Owen, Horn and Robinson",1784.58
"Clements, Wilson and Koch",1784.49
Miller-Hamilton,1784.44
Warren-Caldwell,1782.1
Cox-Wyatt,1781.94
"Cruz, Lawson and Joseph",1781.56
Jones-Stone,1780.64
Cunningham and Sons,1780.56
"Johnson, Branch and Garcia",1780.24
Ballard Group,1779.88
Phillips-Gonzalez,1779.36
"Smith, Murphy and Torres",1778.12
Turner-Delacruz,1777.94
"Williamson, Abbott and Avila",1777.47
"Diaz, Reyes and Bradley",1777.28
"Guzman, Tucker and Montgomery",1777.26
"Miller, Holder and Kerr",1776.93
"Doyle, Jones and Fitzgerald",1776.27
"Clark, Bradley and Jackson",1776.15
Underwood LLC,1776.1499999999999
Walsh-Armstrong,1774.05
"Lang, Griffin and Williams",1773.1799999999998
Mathis-Reid,1772.79
"Marsh, Simpson and Moon",1772.47
"Frey, Lewis and Rich",1772.36
"Miranda, Rodriguez and Myers",1771.45
Nichols-Stokes,1770.3
Perez-Powell,1769.0700000000002
"Silva, Murray and Leonard",1768.59
Delgado-Jackson,1768.41
Miller-Knight,1767.9
"Mcclain, Carr and Dixon",1767.63
Spencer Inc,1767.47
"Jacobs, Wood and Miller",1766.25
"Garza, Thomas and Mcmillan",1765.84
"Villanueva, Curry and Torres",1765.0
Nichols-Martin,1764.87
Scott-Sullivan,1764.2
Brown-Tate,1763.63
Jones-Boyd,1763.39
"Washington, Robles and Myers",1762.86
"Freeman, Simpson and Bowers",1762.85
"Ramirez, Davis and Cooley",1760.6
"Harper, Weeks and Finley",1759.3500000000001
Cox-Nunez,1759.28
Owens-Wilson,1758.1999999999998
"Armstrong, Roman and Evans",1758.09
"Martin, Williams and Hunter",1756.83
"Turner, Smith and Smith",1756.12
Alexander-Brown,1755.88
Brady-Wolf,1754.61
Middleton-Richards,1753.7400000000002
Page PLC,1753.72
"Parks, Fisher and Brown",1752.5
"Leach, Harris and Herrera",1752.35
Pace LLC,1752.29
Jensen and Sons,1751.99
"Cowan, Carlson and Griffin",1751.88
"Rogers, Montes and Dickerson",1751.52
"Waller, Duran and Perry",1750.66
Ingram-Powell,1750.25
Mitchell-Skinner,1749.65
"Alvarado, Williamson and Herman",1749.36
"Lopez, Roberts and Lowe",1749.12
Owens-Wong,1748.31
"Daniels, Lopez and Kline",1747.0
Wood LLC,1746.24
Reed and Sons,1746.04
"Miller, Mays and Mendoza",1745.9
Williams-Lowe,1745.88
"Palmer, Herman and Jones",1745.19
Moss-Nichols,1745.08
"Hunter, Johnson and Singh",1743.55
Escobar Group,1743.32
"Garner, Campbell and Hawkins",1740.4
Flores-Grant,1739.72
"Lopez, Evans and White",1739.23
"Cain, Grant and Lopez",1739.03
"Holt, Fowler and Jones",1738.2
"Ray, Cunningham and Levine",1737.32
Flores-Adams,1737.18
Lee-Williams,1736.8
Campbell-Clark,1736.07
"Coffey, Fuentes and Lee",1736.03
"Riddle, Smith and Smith",1735.71
"Hawkins, Ramirez and Reynolds",1735.6499999999999
Collier PLC,1735.35
Tate-Oconnell,1735.04
Adams-Butler,1734.25
White-Beasley,1734.2
"Booker, Mendez and Davis",1733.96
Rivera-Wade,1732.34
Robinson-Murray,1731.66
Lozano-Watts,1731.14
"Meadows, English and Black",1730.96
Peterson-Morgan,1730.91
Donaldson Inc,1730.85
Williams-Drake,1730.32
"Smith, Rodriguez and Lawson",1729.88
"Lowe, Wilson and Owen",1729.43
Hill-Cooper,1729.31
Harvey-Crosby,1729.1
Page-Miranda,1728.3500000000001
Garcia-Myers,1727.82
Gross Inc,1727.8
"Wilkerson, Cunningham and Guerra",1727.3999999999999
"Cortez, Jacobs and Webb",1727.2
Hughes-Frye,1726.93
"Lawrence, Fleming and Drake",1726.6
Horn LLC,1725.64
Cunningham-Lawrence,1725.5500000000002
Li-Johnson,1725.54
Medina-Arroyo,1724.44
Little-Gibbs,1722.82
"Bailey, Flores and Peterson",1722.38
Mendoza-Peterson,1721.52
"Richardson, Cobb and Cameron",1721.36
Harrison-Alvarez,1721.19
